winner,cluster,mod,lobby,r_1,r_2,r_3,r_4,r_5,d_1,d_2,d_3,d_4,d_5
1,151,9,2,39,59,96,103,107,9,52,77,80,105
-1,223,8,3,35,62,73,88,98,4,9,36,48,51
1,227,9,2,6,71,95,99,105,8,11,20,49,104
1,131,2,3,7,73,93,98,104,19,88,94,100,105
-1,133,2,3,1,13,14,75,98,9,41,56,89,110
1,155,2,3,15,32,38,57,73,9,14,27,54,104
1,171,2,2,4,16,27,93,102,8,11,26,62,68
1,232,2,2,18,27,28,47,75,9,41,59,62,71
1,152,3,2,23,27,36,59,75,8,39,40,72,81
1,225,8,3,2,9,25,26,93,1,17,23,32,99
1,154,2,2,11,16,93,102,104,8,64,68,87,106
-1,187,2,2,5,43,60,69,70,6,35,54,73,75
1,224,2,3,9,14,44,72,73,2,8,74,93,107
-1,144,2,3,5,14,53,54,73,6,13,18,29,36
1,112,2,2,5,8,9,62,105,74,79,84,104,106
1,231,8,3,2,5,21,42,54,9,11,18,44,103
1,151,2,3,8,23,35,67,90,1,2,6,72,93
-1,156,2,3,9,28,32,44,80,1,2,22,48,94
1,133,2,3,7,14,39,95,98,2,12,18,26,73
-1,227,8,2,63,79,93,99,105,2,22,44,45,64
-1,192,2,3,11,74,75,93,104,6,21,53,59,111
1,227,2,3,11,32,53,98,110,2,8,16,25,29
-1,152,2,2,14,17,32,76,82,6,74,88,93,110
-1,156,2,3,1,16,34,35,98,4,6,17,26,54
1,204,2,3,5,36,73,75,104,8,14,33,74,86
-1,136,9,2,1,22,47,75,80,37,63,88,93,109
1,151,9,2,7,48,73,99,100,17,23,35,90,109
-1,152,2,2,2,18,26,56,105,14,23,53,55,93
1,151,2,3,19,20,32,34,86,2,11,42,57,69
-1,182,9,2,2,45,51,77,97,4,21,81,101,110
1,161,2,2,2,7,14,34,44,8,9,35,76,104
1,138,9,2,9,16,19,34,76,7,20,85,102,106
1,155,2,2,16,35,36,67,74,9,21,70,76,94
1,231,2,2,6,14,51,72,73,8,15,32,53,96
-1,132,2,2,4,11,44,90,97,9,20,32,34,93
1,191,2,3,2,8,23,40,57,6,20,32,63,74
-1,156,6,3,14,27,30,49,109,4,6,20,59,64
-1,232,2,2,2,4,21,59,94,9,42,71,103,104
1,225,2,3,8,9,36,54,93,18,21,44,73,99
1,151,2,2,2,94,99,104,109,28,34,67,82,110
-1,204,2,3,2,36,41,64,74,8,9,87,98,112
-1,111,2,3,14,41,57,64,98,27,36,54,71,93
1,153,2,2,10,14,42,68,98,12,18,44,74,107
1,231,8,2,9,41,68,73,74,7,15,62,67,75
1,153,2,3,6,14,15,30,57,5,9,35,44,104
-1,231,2,3,10,14,21,26,41,6,11,28,70,89
-1,134,2,2,12,21,23,44,94,22,27,41,56,104
1,182,9,2,1,4,12,17,18,16,29,34,35,71
1,182,9,2,2,58,67,68,80,1,35,41,70,72
-1,187,9,2,1,6,7,35,88,21,49,61,72,104
-1,154,9,2,1,14,46,76,102,2,23,41,49,97
1,154,2,2,1,5,7,17,29,6,8,26,36,98
-1,152,9,2,11,28,59,67,92,5,46,54,56,102
-1,227,9,2,16,33,59,63,106,9,48,57,71,103
-1,133,2,2,1,4,9,11,71,27,32,59,62,96
1,151,2,2,14,35,59,71,75,8,15,18,31,44
1,155,2,3,2,18,54,57,73,10,12,59,76,96
-1,151,9,2,2,6,7,12,42,16,25,48,93,99
1,225,2,3,9,32,42,93,105,2,28,43,44,91
1,131,2,2,5,28,42,75,104,12,14,17,53,69
1,184,2,2,6,14,57,77,100,1,35,39,70,76
-1,136,2,2,14,44,63,67,87,18,21,54,93,106
1,154,2,3,4,35,55,75,104,14,23,26,41,113
1,156,2,3,5,9,41,54,57,11,18,51,68,112
-1,231,1,2,28,30,51,59,72,52,92,94,109,111
-1,188,8,3,2,30,45,47,51,4,5,18,44,71
-1,154,2,2,9,73,74,78,99,1,11,14,44,63
-1,223,2,3,7,21,23,71,73,9,36,43,70,106
-1,156,2,3,7,30,54,76,81,18,41,48,57,74
1,231,2,2,17,38,44,85,98,2,9,19,54,73
1,223,2,3,18,22,30,90,104,8,32,57,59,98
1,204,2,3,6,7,49,59,70,17,23,57,74,81
1,232,2,3,14,32,54,74,93,4,9,36,41,67
1,224,8,2,3,9,63,92,103,11,26,54,100,104
-1,227,8,3,7,45,54,75,81,17,59,90,93,103
-1,153,2,2,9,17,51,76,93,6,44,47,59,104
-1,156,2,2,8,18,28,62,72,44,57,74,88,102
-1,153,2,2,7,21,31,44,56,2,16,18,57,59
1,153,2,2,7,9,67,73,93,18,21,44,82,90
-1,227,8,2,6,16,23,46,62,21,22,32,67,71
1,145,2,3,4,8,14,20,67,2,5,21,35,59
-1,156,2,3,18,32,47,65,84,9,25,57,63,93
1,145,9,2,28,41,77,81,98,18,47,61,88,104
1,133,8,3,6,17,26,36,37,39,54,69,74,85
1,155,9,2,10,18,35,56,63,2,6,44,73,101
-1,151,9,2,8,23,39,100,103,6,10,44,67,77
1,156,2,2,9,10,21,62,95,5,8,28,44,74
1,156,2,2,34,59,86,97,103,2,6,8,32,73
1,155,9,2,41,54,57,71,94,14,48,63,67,100
-1,156,2,2,39,49,59,62,76,44,70,81,93,109
-1,154,9,2,4,19,51,81,93,6,7,8,84,88
-1,227,2,2,2,8,19,68,94,22,43,49,103,104
1,153,9,2,6,23,56,63,81,18,19,61,71,111
1,204,2,3,29,41,44,68,98,5,18,19,39,48
-1,152,6,2,8,14,44,70,99,2,6,35,36,90
1,152,2,2,18,35,95,104,113,32,44,54,59,73
1,156,2,2,8,19,27,44,104,6,17,23,46,47
-1,153,2,3,2,3,8,9,63,14,22,53,70,93
-1,145,2,3,22,34,71,76,87,7,20,90,101,104
1,224,8,3,10,28,44,54,79,9,23,94,101,104
-1,153,2,2,14,34,62,90,109,44,53,57,73,104
1,186,2,2,18,30,32,44,93,6,8,23,92,107
1,223,8,3,6,9,48,84,85,8,14,19,23,69
1,156,2,3,8,34,55,104,112,7,18,25,39,79
1,155,9,2,2,9,16,70,95,6,41,54,71,76
-1,223,8,2,35,40,53,99,106,8,16,28,89,93
-1,224,8,3,9,27,28,93,102,12,14,74,84,104
-1,224,2,3,6,10,14,47,87,9,26,42,56,94
1,153,2,2,6,7,9,34,78,21,30,41,54,74
1,152,2,3,9,28,32,57,81,10,42,52,62,104
-1,225,2,3,8,14,23,47,98,18,22,27,70,104
-1,144,9,2,14,17,42,89,104,5,44,47,60,83
-1,136,2,3,41,56,61,83,103,20,34,67,94,104
1,227,8,3,5,8,9,19,57,12,26,30,54,60
-1,144,2,2,1,35,63,93,99,2,9,21,66,88
-1,232,2,2,5,8,19,60,76,4,23,44,46,92
-1,156,2,2,20,32,54,63,93,5,16,28,97,104
-1,191,2,2,9,44,47,54,57,4,14,32,105,106
1,155,9,2,9,10,14,71,98,1,59,67,79,91
1,192,9,2,9,11,32,33,70,5,13,41,46,62
1,155,2,2,1,5,47,68,100,9,14,21,79,104
1,151,2,2,1,2,14,37,111,7,11,35,90,99
1,156,2,3,5,32,48,49,81,9,18,35,42,59
-1,153,2,2,6,7,34,49,93,4,5,14,81,100
1,152,2,3,8,14,33,49,74,6,9,18,19,86
-1,187,2,2,21,23,26,41,53,2,10,52,55,101
1,156,2,2,19,32,57,59,95,8,9,14,62,74
-1,151,2,2,6,8,9,36,59,1,16,19,21,104
-1,204,2,2,9,34,41,81,95,11,14,60,89,93
1,171,2,3,5,14,18,32,41,2,6,31,63,74
1,145,2,2,7,9,43,59,79,14,44,60,95,109
1,154,2,2,4,19,68,76,104,6,14,44,47,73
1,225,2,2,2,5,6,40,93,7,21,25,42,104
1,152,9,2,1,47,57,95,99,9,12,22,77,84
1,261,2,2,8,22,44,52,93,2,4,11,35,37
-1,224,2,3,41,59,62,79,94,9,18,39,44,104
-1,152,2,2,11,15,27,31,44,5,9,35,51,73
1,151,2,2,22,32,73,93,96,2,8,28,34,36
-1,122,3,2,25,58,75,80,100,5,8,30,37,94
1,231,8,3,9,32,41,63,106,36,44,62,84,104
-1,131,2,3,23,26,41,74,112,8,9,33,44,70
-1,154,9,2,46,53,57,62,69,28,68,88,101,104
-1,153,2,3,1,25,26,70,99,4,6,9,18,20
1,153,2,3,3,6,9,14,44,18,32,34,98,104
-1,231,8,3,9,14,73,89,93,8,30,42,98,103
-1,151,2,2,10,72,90,93,113,6,9,82,84,98
1,153,2,3,9,11,18,93,112,17,41,44,100,113
1,156,2,3,9,23,35,44,112,34,84,93,104,110
1,224,2,2,9,32,40,72,104,12,14,26,44,73
1,154,2,2,6,9,46,54,71,1,14,39,44,63
1,152,2,3,5,8,73,82,104,2,11,23,59,79
-1,151,2,2,12,14,32,39,71,7,8,60,62,74
-1,204,2,2,23,28,36,44,61,1,6,41,57,95
1,156,2,3,6,20,28,74,78,22,32,53,54,63
-1,192,2,3,23,32,35,71,73,34,47,56,87,109
-1,224,2,2,2,8,46,79,81,10,26,63,71,74
-1,136,8,3,47,56,87,99,104,8,28,30,42,98
1,227,2,3,9,29,35,41,79,23,44,50,59,73
1,154,2,2,32,41,43,53,95,40,59,67,82,89
1,152,9,2,4,15,19,95,110,30,35,75,100,112
-1,231,8,2,14,35,74,85,96,9,28,31,49,75
1,156,2,2,8,9,14,54,86,6,21,44,93,97
-1,153,2,2,8,32,44,59,76,2,5,14,49,70
-1,156,2,2,19,33,63,99,101,22,32,58,74,96
1,223,2,2,17,35,54,84,88,9,22,74,104,112
-1,223,2,3,41,55,94,103,104,9,14,22,84,98
-1,225,2,2,13,22,44,62,74,1,36,50,84,98
1,232,2,2,22,23,32,42,59,25,30,74,77,89
-1,152,2,3,12,33,68,74,81,1,10,86,94,103
1,231,2,3,13,26,32,41,101,8,22,55,84,100
1,232,6,2,7,82,93,104,109,5,53,74,86,105
1,227,6,2,14,35,81,93,104,30,45,68,74,105
1,151,2,2,1,6,14,22,82,5,8,18,62,76
1,227,2,3,14,16,32,74,75,19,42,53,96,98
-1,223,2,2,6,16,34,68,90,10,14,30,41,106
-1,155,2,2,14,44,70,95,97,6,18,36,59,104
1,122,9,2,13,18,23,26,41,28,48,71,94,104
1,151,2,3,8,26,78,94,104,2,16,30,32,36
1,156,9,2,9,34,44,101,109,10,15,18,73,80
-1,154,9,2,4,17,53,71,85,14,18,26,59,88
1,182,2,2,14,23,42,44,68,6,45,53,72,85
1,123,2,2,6,25,79,90,104,22,40,48,53,75
-1,204,2,2,6,44,60,63,98,2,9,35,59,73
-1,227,2,2,22,23,26,29,44,8,21,37,79,112
-1,204,2,3,12,46,85,98,112,1,2,7,9,74
-1,153,2,3,1,34,54,68,99,9,36,76,93,98
1,151,2,2,6,13,14,35,95,9,21,32,41,104
-1,111,2,3,3,11,44,62,105,32,34,40,57,104
1,224,2,3,20,30,35,41,99,2,16,44,74,103
1,223,2,3,9,41,44,45,99,20,31,39,49,98
-1,151,2,2,6,28,32,59,110,52,73,87,95,99
1,152,9,2,8,41,47,78,97,3,12,18,94,113
-1,227,2,2,1,2,9,33,75,16,23,36,81,102
1,204,2,2,8,14,75,84,98,5,28,32,74,79
1,154,2,2,1,8,14,26,70,18,25,47,62,84
-1,227,9,2,32,36,45,99,104,17,21,38,48,88
1,152,2,2,4,6,8,9,43,7,35,70,93,104
-1,204,2,3,14,44,53,73,74,21,36,68,98,104
1,144,2,3,8,9,13,21,36,10,17,44,62,112
-1,204,2,2,6,11,47,53,87,33,44,64,73,93
-1,156,2,2,34,36,39,55,104,6,14,32,54,82
1,231,2,2,7,8,14,30,71,17,22,73,100,103
1,184,2,2,5,16,47,93,104,1,9,31,44,71
1,188,2,2,9,16,44,79,82,7,10,34,86,98
1,154,2,3,6,9,42,84,107,2,13,44,79,103
1,153,2,2,6,10,14,30,35,4,18,73,74,95
1,152,2,3,8,9,62,75,104,14,28,32,34,43
1,131,2,3,2,10,36,40,41,30,32,71,101,104
-1,156,2,2,1,32,41,54,62,35,37,42,44,73
1,192,2,2,14,46,51,73,74,21,36,54,67,101
-1,124,2,2,16,32,34,46,105,4,57,79,93,104
1,144,9,2,14,61,70,88,109,12,35,56,63,95
1,145,9,2,4,49,75,93,94,14,32,35,71,104
-1,171,2,3,8,28,32,54,86,16,21,22,44,112
1,131,2,2,14,29,52,89,93,2,8,39,84,111
1,151,2,2,10,37,47,49,56,25,29,32,46,75
-1,111,2,2,43,52,69,86,110,18,26,46,50,99
-1,154,2,2,6,7,39,44,47,2,21,35,56,98
-1,154,2,3,8,11,26,29,32,41,48,86,103,106
-1,144,2,3,9,34,36,93,104,4,17,26,28,44
-1,161,2,2,46,70,91,93,95,17,21,27,42,56
1,186,9,2,11,18,21,40,71,34,56,82,106,112
1,156,2,2,2,8,25,35,104,54,56,59,60,71
1,154,2,2,1,14,28,35,98,32,44,62,97,104
-1,156,2,2,35,39,40,47,103,7,19,59,62,67
-1,153,2,2,14,18,26,42,106,9,32,67,93,105
1,155,2,3,5,6,9,88,94,11,41,44,50,55
1,227,2,2,9,25,28,32,85,4,44,71,75,98
-1,121,2,2,5,45,53,73,98,17,19,50,54,76
-1,181,2,3,56,79,84,94,98,9,10,18,27,78
1,154,2,3,9,29,34,54,109,8,32,74,87,98
1,224,2,2,6,14,67,79,90,8,9,23,30,39
1,156,2,3,13,38,44,71,75,5,6,7,41,74
-1,225,2,2,1,28,40,94,109,47,74,88,89,98
-1,153,2,3,8,17,20,54,103,1,9,36,41,79
1,155,7,2,37,47,60,87,109,4,5,9,31,42
-1,152,2,3,21,57,93,99,101,11,18,45,70,90
-1,124,2,2,7,30,40,48,72,2,14,37,74,82
1,171,2,2,5,14,53,67,81,6,16,44,79,91
-1,227,2,2,1,8,30,47,88,9,37,49,62,86
1,227,2,2,8,9,14,54,86,32,33,44,79,99
1,156,2,2,6,12,32,53,99,44,54,74,93,104
1,223,8,3,10,19,32,85,98,41,63,79,84,86
-1,223,2,2,14,15,37,42,98,11,16,17,71,79
1,156,2,3,5,6,7,93,98,8,9,39,83,109
1,153,2,2,1,14,49,74,104,12,25,44,56,75
-1,151,2,3,6,18,36,68,93,9,25,35,44,55
1,171,2,3,6,18,21,50,102,2,10,11,87,98
-1,224,8,3,20,22,75,94,104,4,8,28,45,59
-1,135,2,2,17,23,36,44,54,2,5,6,14,34
1,232,2,2,30,36,40,70,85,2,10,35,53,93
1,144,2,2,4,55,73,74,104,11,22,98,105,112
-1,231,2,3,8,36,69,74,104,15,19,31,41,103
1,133,1,2,6,44,52,59,96,2,16,18,58,64
1,227,2,2,4,11,12,62,79,14,28,41,63,70
-1,225,2,2,26,34,44,69,81,7,36,48,87,93
-1,154,2,2,6,22,44,70,78,14,32,59,99,104
1,231,2,2,18,40,84,86,104,8,16,65,74,87
1,182,2,2,14,41,53,63,68,20,36,78,93,104
1,151,2,3,54,56,87,99,106,14,40,42,74,82
-1,152,2,3,1,4,5,17,32,7,9,41,63,86
1,192,2,2,14,58,70,88,104,6,17,26,64,93
1,156,2,2,9,32,44,47,62,4,7,28,59,98
-1,154,2,2,59,60,63,76,86,9,16,32,57,70
-1,145,2,2,32,44,51,54,104,4,8,18,42,62
-1,152,9,2,1,6,77,96,98,12,26,44,47,74
-1,231,2,2,12,23,53,91,94,9,14,29,39,93
1,152,2,2,1,2,9,49,101,21,44,63,86,94
1,223,2,2,40,41,44,56,85,16,19,21,96,104
1,171,2,2,31,41,50,59,81,9,21,73,95,98
-1,153,2,3,7,8,14,64,104,4,26,32,44,86
-1,156,2,2,8,14,27,32,35,23,43,44,55,93
-1,204,2,3,11,23,44,79,104,7,25,39,59,73
1,155,9,2,8,15,39,61,95,2,10,19,35,62
-1,231,2,2,6,8,16,41,51,7,14,35,42,84
1,227,2,3,6,7,9,14,25,2,21,41,65,88
-1,121,2,2,35,40,44,99,113,16,22,26,42,104
1,152,2,2,8,9,21,46,77,4,29,44,59,61
-1,232,8,2,8,9,10,28,53,30,40,41,48,104
-1,155,2,2,18,21,50,59,73,39,40,44,82,104
1,153,2,2,14,53,67,72,82,2,9,22,35,41
-1,231,2,3,1,8,9,35,104,2,7,48,93,94
-1,224,2,3,4,12,30,59,94,7,9,32,34,42
1,223,8,3,41,44,46,68,98,32,34,57,73,95
1,224,9,2,21,26,30,49,93,12,15,18,37,41
1,224,2,3,8,9,23,58,100,10,17,26,41,47
1,135,9,2,12,64,98,102,104,2,33,37,44,94
-1,153,9,2,11,12,46,83,98,1,64,72,79,88
1,153,2,3,17,44,66,73,96,18,41,54,74,93
1,152,2,3,28,30,43,93,104,27,36,42,54,74
-1,232,2,3,14,16,17,36,93,2,29,35,75,82
-1,181,2,2,6,32,62,74,104,14,39,52,87,93
1,151,9,2,8,42,46,49,68,11,50,71,98,107
-1,223,8,3,1,2,9,53,88,8,23,62,75,84
-1,153,2,2,22,35,44,93,98,2,6,18,25,59
1,225,2,2,8,9,23,74,93,21,36,44,84,112
-1,231,2,2,10,14,26,84,104,8,9,16,34,62
-1,232,8,3,6,16,38,88,94,11,18,20,32,93
1,151,2,3,6,9,14,17,73,21,26,28,35,95
-1,224,2,2,13,15,61,94,96,6,9,14,16,29
-1,151,2,2,5,18,35,44,54,3,19,51,73,96
1,227,2,2,9,10,25,69,93,7,8,15,47,68
1,151,2,3,6,20,21,63,96,7,9,74,98,104
1,154,2,3,5,13,93,96,104,9,14,18,90,105
1,231,8,3,1,4,42,53,98,14,47,49,94,96
-1,133,2,3,17,35,38,57,67,19,32,63,74,75
-1,112,2,3,10,26,41,50,105,6,9,11,71,101
1,156,9,2,33,48,76,93,107,13,23,53,75,79
-1,134,2,2,1,2,47,69,74,17,22,43,56,113
1,111,2,2,29,30,44,87,93,10,13,95,97,99
1,204,2,3,34,42,56,65,68,29,36,44,49,90
1,227,9,2,4,18,47,81,99,17,26,59,93,97
1,154,9,2,15,18,47,52,94,12,41,56,60,100
-1,186,2,2,4,48,74,91,93,6,62,63,81,84
1,156,2,2,17,33,34,74,104,8,15,36,47,56
1,225,8,3,10,41,57,73,112,2,32,54,74,93
1,156,2,3,1,62,74,79,89,2,9,26,32,54
-1,153,2,3,23,95,99,106,111,9,26,34,41,93
-1,156,2,3,8,18,53,74,98,30,35,41,57,73
1,155,2,2,9,14,26,44,75,38,43,84,94,98
1,151,9,2,21,26,36,63,70,2,75,93,99,104
-1,131,9,2,21,35,54,69,113,18,36,44,57,59
1,224,2,3,4,93,94,102,103,1,2,9,19,36
-1,111,2,2,17,18,26,54,110,8,16,47,84,104
-1,186,2,3,6,43,90,99,104,14,23,41,74,87
1,227,8,3,1,17,26,98,104,7,9,10,29,44
-1,227,2,2,10,25,28,36,85,8,30,62,74,83
-1,181,9,2,15,19,50,70,104,11,42,65,72,102
1,152,2,2,10,34,48,74,93,8,44,57,102,104
1,156,2,3,2,67,74,93,112,13,21,36,44,104
1,156,2,3,9,10,28,44,96,6,25,32,98,99
1,223,2,2,10,21,44,98,101,54,68,73,83,84
1,225,2,2,9,10,68,87,95,23,32,63,73,90
1,156,2,3,10,18,68,84,94,7,20,44,73,82
-1,151,2,2,8,14,19,26,28,5,46,79,86,93
1,154,2,2,26,57,59,93,104,1,5,16,44,53
1,184,2,3,7,26,34,47,104,23,30,46,59,93
-1,225,2,2,15,29,56,73,93,8,14,28,54,74
1,224,8,2,6,20,21,29,32,13,35,103,110,112
-1,132,2,2,9,13,42,48,79,2,14,23,40,56
1,135,2,2,9,13,26,28,99,11,21,93,97,100
1,204,9,2,2,8,15,50,72,26,35,42,61,69
1,154,2,3,6,23,27,44,46,14,21,26,54,94
-1,227,8,2,20,26,62,98,106,7,8,29,37,77
1,224,2,3,14,35,41,74,85,7,11,18,21,104
1,152,2,3,22,33,70,74,104,17,18,29,75,97
1,227,2,2,29,34,63,96,104,5,25,41,42,83
-1,145,2,3,7,39,41,54,71,33,44,76,93,95
1,152,9,2,8,59,86,99,106,9,32,40,53,95
-1,152,9,2,23,47,59,73,95,31,42,60,65,85
1,151,2,3,21,28,87,93,99,9,18,22,30,35
1,223,8,2,5,21,22,35,41,18,29,38,44,111
-1,231,2,3,7,17,18,84,93,9,10,14,28,88
-1,154,2,3,9,29,34,42,86,2,6,22,37,93
-1,152,2,2,31,37,41,46,93,3,9,32,73,86
-1,121,2,2,3,14,17,26,93,9,34,55,74,102
-1,154,2,2,2,7,19,23,59,6,12,14,18,73
-1,152,2,2,2,34,58,71,81,6,18,39,57,63
1,156,2,3,8,9,30,44,57,3,11,26,63,98
1,187,2,3,21,32,36,53,73,10,54,70,74,86
-1,145,2,2,41,42,49,93,95,18,21,27,32,85
-1,151,2,2,1,54,93,98,106,9,13,47,73,104
1,153,2,2,4,7,32,44,59,2,12,31,35,57
-1,225,8,3,22,35,79,97,112,16,18,57,62,88
-1,224,8,3,2,21,67,86,100,8,73,90,99,104
1,124,2,3,2,45,73,95,111,29,74,87,104,107
1,153,9,2,4,11,20,36,77,38,41,80,94,106
-1,145,2,2,33,44,49,58,97,7,13,32,35,98
-1,152,2,3,18,30,41,47,104,20,36,44,67,112
-1,223,2,3,9,14,41,62,104,32,76,97,106,110
-1,227,2,2,11,13,29,79,93,5,9,73,98,105
1,227,8,3,12,28,32,42,43,2,8,31,39,98
1,223,6,2,9,41,79,99,101,62,70,87,88,98
-1,154,2,3,44,63,70,91,97,2,6,14,36,39
-1,136,2,2,42,57,70,74,87,8,31,53,64,105
1,136,2,2,9,21,34,101,104,14,18,41,68,75
1,111,9,2,16,35,40,45,48,14,44,60,71,100
1,152,2,2,15,44,54,76,98,14,18,25,73,104
-1,154,2,2,14,16,27,59,104,8,44,46,62,70
1,231,2,2,15,23,62,93,110,32,47,64,75,106
1,188,9,2,12,17,26,32,58,2,27,36,47,104
1,122,2,3,17,18,50,55,71,6,13,29,79,111
1,183,2,3,9,14,16,18,86,2,8,36,74,84
1,152,2,3,32,42,53,56,81,12,19,21,78,104
-1,154,2,2,8,18,44,62,106,2,14,35,54,71
-1,152,9,2,12,42,47,63,72,10,27,36,60,74
-1,153,2,3,23,32,34,44,96,9,10,14,74,97
-1,224,2,2,10,21,25,94,98,1,7,16,74,93
1,153,2,2,2,44,46,49,112,8,18,40,77,82
1,227,8,2,9,10,17,79,100,8,47,63,71,74
-1,182,9,2,31,37,90,93,94,2,42,53,64,105
1,153,2,2,5,14,63,70,104,1,41,44,62,95
-1,152,2,2,2,34,35,45,106,1,9,42,99,110
-1,204,2,3,34,67,87,100,104,9,44,65,74,98
-1,223,2,3,29,44,68,94,104,2,6,9,40,49
1,122,2,2,16,21,27,72,93,17,18,57,61,104
-1,152,2,3,1,42,45,49,98,8,14,73,86,93
1,227,1,2,8,14,18,22,104,27,53,55,59,71
-1,227,8,2,4,11,35,68,87,14,18,22,50,74
1,227,1,2,48,52,72,85,109,20,33,40,68,89
-1,155,2,2,10,11,54,82,88,6,35,53,62,74
-1,152,2,2,1,9,41,67,94,6,14,32,46,99
-1,156,2,2,1,6,14,32,43,9,18,44,71,100
-1,145,2,3,1,14,16,45,70,21,33,36,44,93
1,153,2,2,7,14,23,37,93,6,44,86,89,90
1,185,2,3,21,50,54,93,106,14,32,44,74,100
-1,227,2,3,2,14,44,71,73,42,67,68,75,103
1,227,2,3,2,26,41,73,104,14,18,28,70,93
-1,224,8,3,8,21,25,26,29,9,32,41,68,72
1,121,2,2,9,74,96,106,111,14,48,60,91,109
-1,184,2,2,9,10,84,104,111,8,32,34,44,79
1,153,9,2,1,36,72,99,104,19,27,47,67,88
1,155,2,3,2,5,9,10,32,8,14,87,95,104
-1,152,9,2,17,21,34,60,72,13,18,28,45,48
1,224,2,2,9,28,88,93,94,18,42,53,54,111
1,227,2,3,50,54,59,84,88,15,25,41,74,93
-1,132,9,2,59,70,79,90,94,21,60,67,104,112
1,225,2,2,8,30,50,63,109,7,20,61,73,104
-1,187,3,2,2,42,66,69,96,54,61,88,101,112
1,231,2,3,30,32,57,74,94,14,36,51,53,63
-1,225,2,3,2,8,14,16,73,18,26,32,44,93
-1,152,2,3,9,17,32,90,104,14,16,44,93,98
1,151,2,2,2,18,78,93,104,6,19,32,82,88
-1,156,2,2,8,18,35,44,74,2,34,41,56,95
1,152,2,2,17,18,42,59,95,8,12,44,46,105
1,151,9,2,19,23,58,63,68,3,54,77,78,104
1,184,9,2,5,12,48,51,94,1,66,67,88,104
1,124,2,3,4,19,25,55,109,18,21,53,64,104
-1,152,2,3,13,18,48,104,106,20,21,39,44,93
-1,224,2,3,9,18,26,86,104,7,8,14,43,67
-1,152,2,3,1,14,85,105,109,2,6,8,53,64
-1,123,2,3,21,26,29,79,95,9,44,62,74,84
1,186,2,2,3,9,14,72,103,35,38,57,93,98
1,213,2,2,2,3,20,53,110,29,52,79,92,102
-1,151,9,2,28,38,40,59,78,2,6,14,36,37
-1,227,2,2,18,31,69,86,106,2,9,14,26,39
1,154,2,2,9,26,44,82,104,5,14,35,47,59
-1,156,2,3,10,13,54,90,96,2,6,9,36,100
-1,156,2,3,1,6,7,21,34,35,48,63,74,93
1,185,2,3,7,9,32,36,93,4,12,14,65,75
1,154,2,3,8,14,22,35,111,18,30,34,41,84
-1,138,2,2,6,8,17,28,53,9,34,73,86,109
-1,155,2,3,1,26,41,46,71,2,5,17,44,74
-1,224,2,2,14,21,62,78,93,2,5,29,83,94
1,144,2,2,2,18,21,35,57,14,26,27,44,104
-1,224,2,2,2,53,79,94,102,9,14,70,100,104
-1,251,2,3,19,68,72,73,99,2,27,53,54,74
-1,227,2,3,9,16,32,79,93,4,14,22,62,67
1,227,8,2,30,32,35,44,71,17,26,28,56,98
1,188,9,2,30,32,40,73,96,9,39,62,71,95
1,154,2,2,20,25,29,77,93,10,28,35,50,59
-1,204,2,3,7,23,33,67,104,16,19,36,44,96
-1,144,2,2,7,34,74,98,104,4,18,59,62,93
1,121,9,2,20,25,47,48,107,28,35,45,78,86
-1,151,9,2,18,32,62,63,88,2,15,70,93,101
1,155,2,2,5,14,60,62,104,4,35,44,59,70
-1,204,2,3,18,26,39,55,74,14,34,63,67,70
-1,227,2,3,2,16,25,35,98,40,41,53,67,74
1,156,2,3,1,2,7,34,97,6,9,17,79,98
1,224,2,2,51,62,77,90,98,4,28,44,56,104
1,152,2,2,8,12,19,47,93,4,15,35,54,106
1,191,9,2,6,54,67,75,86,17,23,42,71,109
-1,154,2,3,1,2,25,34,68,5,9,26,44,75
-1,154,2,2,14,42,74,93,94,2,6,44,47,63
-1,191,9,2,7,22,42,48,54,2,8,16,18,88
-1,155,2,2,4,6,20,44,74,9,15,17,49,100
1,227,2,3,8,22,47,68,93,9,18,26,57,73
1,186,2,2,11,59,71,91,100,7,52,62,63,74
1,152,1,2,8,28,53,94,96,5,39,48,70,109
1,155,2,3,2,6,30,34,93,32,33,35,41,44
1,155,2,3,11,18,42,91,98,44,55,82,90,104
-1,231,2,2,9,25,58,79,89,1,4,16,32,41
-1,151,2,3,8,28,66,76,98,9,44,54,67,69
1,183,2,2,1,26,74,88,106,14,18,47,55,104
1,153,9,2,11,12,36,70,71,18,21,56,62,72
1,151,2,2,2,29,48,87,89,36,41,66,74,84
1,153,9,2,1,32,36,57,72,43,93,104,109,110
-1,225,2,2,15,30,35,38,73,6,11,71,87,93
1,224,8,3,1,43,62,69,88,5,10,16,17,33
1,224,2,3,11,14,32,48,87,7,8,9,44,104
1,227,2,3,1,18,26,62,97,9,60,93,94,104
1,156,2,2,9,35,59,97,105,10,32,48,76,89
1,155,2,3,34,40,63,86,102,8,9,32,44,99
-1,152,9,2,16,32,35,59,102,20,25,53,81,93
-1,153,9,2,6,71,83,100,102,2,18,32,33,76
1,224,2,2,21,45,63,71,74,28,44,70,73,91
-1,224,2,2,2,10,44,65,96,38,49,79,93,110
-1,225,2,3,8,17,41,84,104,1,50,62,99,102
-1,153,2,3,9,70,73,74,104,4,19,26,54,59
